date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,description,cb,url,date_popup,unrelated
2022-04-04,0.37,#5DC863FF,9,,Jon Cunliffe,Monetary and financial stability and the invasion of Ukraine,0.114,0.25,0.5,Hold,0.645,0.05,1,"At the last MPC meeting, shortly after the invasion, I voted against increasing rates.",0.5,"Jon Cunliffe suggests the need to carefully consider both inflation and economic activity, indicating potential room to pause or moderate rate hikes considering the impact of external shocks and economic timing.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the European Economics &amp; Financial Centre, London, 4 April 2022.",BoE,http://www.bis.org/review/r220425g.htm,2022-04-04,No
2019-10-14,0.43,#5DC863FF,9,,Jon Cunliffe,Financial stability and low for long,0.114,0.25,0.5,Hold,0.65,0.058,1,"It is this downward shift in the long-run real rate that has lain, in part, behind the Bank of England's message that any future increases in rates will be limited and we should not expect to see a return to the levels of policy rates we saw before the crisis.",0.5,"The speech highlights the persistence of low interest rates and discusses the challenges this presents, especially in terms of financial stability. The discussion about the need for limited rate increases suggests a cautious approach to monetary tightening, indicative of a somewhat dovish stance. The emphasis is on stability rather than immediate policy action, pointing towards an inclination to hold rates.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Society of Professional Economists Annual Conference, London, 14 October 2019.",BoE,https://www.bis.org/review/r191014e.htm,2019-10-14,No
2018-07-13,0.29,#5DC863FF,9,,Jon Cunliffe,A little bit of stodginess?,0.021,0.25,0.3,Hold,0.7,0.024,1,In short we are still learning about the relationships between key economic variables in the post crisis economy and are still a long way off the old rules of thumb. This for me still implies an approach with a little more resistance in our reaction to developments.,0.3,"Cunliffe emphasizes caution due to lingering uncertainties un the economy and expresses reluctance to change rates without more evidence, indicating a preference toward a dovish stance, but also acknowledges existing inflationary pressures, resulting in a 'Hold' prediction.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Cumbria Chambers of Commerce, Kendal, 13 July 2018.",BoE,https://www.bis.org/review/r180723m.htm,2018-07-13,No
2017-11-14,0.365,#5DC863FF,9,,Jon Cunliffe,"The Phillips curve - lower, flatter or in hiding?",0.118,0.25,0.5,Hold,0.645,0.044,1,At the November meeting I voted against increasing Bank rate.,0.3,"Cunliffe expresses uncertainty about the current understanding of the Phillips curve and the domestic inflationary pressures, suggesting a cautious approach to policy adjustments. His emphasis on waiting for clear evidence of pay growth responsiveness indicates a neutral stance, supporting a hold on rate decisions until more data is available.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, to the Oxford Economics Society, Oxford, 14 November 2017.",BoE,https://www.bis.org/review/r171116c.htm,2017-11-14,No
2017-02-08,0.48,#5DC863FF,9,,Jon Cunliffe,Are firms underinvesting - and if so why?,0.063,0.3,0.5,Hold,0.69,0.032,1,"The efficiency and soundness of the mechanisms for channeling savings to investment remain a key element in the delivery of our now, exclusively public, responsibility to safeguard monetary and financial stability.",0.2,"The speech by Jon Cunliffe focuses on the analysis of investment trends and challenges in the British economy, without suggesting immediate changes to monetary policy. It discusses the various factors affecting investment but does not emphasize the need for a rate adjustment, indicating a neutral stance.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, to the Greater Birmingham Chamber of Commerce, Birmingham, 8 February 2017.",BoE,https://www.bis.org/review/r170210c.htm,2017-02-08,No
2016-11-16,0.25,#5DC863FF,9,,Jon Cunliffe,Why are interest rates low?,0.062,0.1,0.3,Hold,0.655,0.05,1,"My own view is that it can. The natural rate, according to most estimates, has risen since 2012 from its deep post-crisis trough. It is now closer to the zero mark but it's still likely to be negative.",0.8,"The speech discusses the reasons for low interest rates, highlights structural factors pushing rates down, and suggests that the natural rate is close to zero, implying a continued period of low rates. This indicates a dovish stance, but the acknowledgment of potential trade-offs due to inflation suggests a 'Hold' decision as the most balanced approach.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at Manchester University, Manchester, 16 November 2016.",BoE,https://www.bis.org/review/r161117e.htm,2016-11-16,No
2016-02-24,0.395,#5DC863FF,9,,Jon Cunliffe,The UK economy post crisis - a series of unfortunate events?,0.112,0.25,0.5,Hold,0.69,0.032,1,"My central expectation remains that as the effects of the crisis continue to heal and as the deflationary effects of past sterling strength and oil price falls wane, domestic cost pressures will gradually push inflation back to target.",0.4,"Cunliffe's speech emphasizes the concept of 'slow healing' and the challenges faced by the UK economy, such as the impacts of deflationary shocks and global economic uncertainty. His outlook does not indicate an immediate need for monetary tightening, thus suggesting a dovish stance but still recognizing potential risks that do not warrant rate cuts yet.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the Centre for International Business Studies, London South Bank University, London, 24 February 2016.",BoE,https://www.bis.org/review/r160226c.htm,2016-02-24,No
2016-02-09,0.495,#5DC863FF,9,,Jon Cunliffe,Credit - can trees grow to the sky?,0.083,0.3,0.65,Hold,0.68,0.042,1,Credit cannot grow faster than the economy forever. But the level of debt and the rate of growth of credit that the economy can sustain is not fixed.,0.2,"The speech discusses the history and the implications of credit growth relative to GDP without leaning towards a decisive monetary action. It acknowledges the risks associated with high levels of debt but does not suggest immediate changes to the policy rate, indicating a preference for assessing stable conditions.","Speech by Sir Jon Cunliffe, Deputy Governor for Financial Stability of the Bank of England, at the British Property Federation Annual Residential Investment Conference, London, 9 February 2016.",BoE,https://www.bis.org/review/r160212b.pdf,2016-02-09,No
2021-06-30,0.9,#82D34DFF,9,,Andrew G Haldane,"Thirty years of hurt, never stopped me dreaming",0.125,0.7,1,Raise,0.85,0.066,0.9,"By the end of this year, I expect UK inflation to be nearer 4% than 3%.",0.4,"Haldane expresses significant concern over rising inflation and the potential need for the Bank to take action to address these pressures, which aligns with a more hawkish stance on monetary policy. His warnings about the risks of inflation becoming entrenched suggest a strong argument for raising interest rates.","Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, at the Institute for Government, 30 June 2021.",BoE,http://www.bis.org/review/r210702d.htm,2021-06-30,No
2021-02-26,0.715,#82D34DFF,9,,Andrew G Haldane,Inflation - a tiger by the tail?,0.058,0.6,0.8,Hold,0.625,0.042,0.6,"But, for me, there is a tangible risk inflation proves more difficult to tame, requiring monetary policymakers to act more assertively than is currently priced into financial markets.",0.4,"The speech highlights the risk of rising inflation due to demand outpacing supply and hints that policymakers may need to be assertive, suggesting some hawkish sentiment. However, the acknowledgment of significant uncertainty and balanced risks implies a preference to hold rather than immediately raise rates.","Pre-recorded speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, given online, 26 February 2021.",BoE,http://www.bis.org/review/r210304j.htm,2021-02-26,No
2020-11-28,0.4,#82D34DFF,9,,Andrew G Haldane,What has central bank independence ever done for us?,0.131,0.2,0.5,Hold,0.645,0.06,1,"The justification for the QE actions taken by the MPC this year, and which I have supported, is that they will support demand and act as an insurance policy against any premature and undesirable rise in borrowing costs which would otherwise risk setting back the economic recovery and put at risk hitting the inflation target.",0.2,"The speech is neutral as Haldane discusses the importance of central bank independence without indicating a clear lean toward more easing or tightening. He acknowledges QE as necessary for economic support but does not imply further rate cuts or hikes. Given the context, it's likely he would vote to hold the interest rate.","Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, at the UCL Economists' Society Economics Conference, 28 November 2020.",BoE,https://www.bis.org/review/r201130b.htm,2020-11-28,No
2020-09-30,0.285,#82D34DFF,9,,Andrew G Haldane,Avoiding economic anxiety,0.024,0.25,0.3,Hold,0.67,0.054,1,"The MPC has also made clear that it stands ready to take whatever further action is needed to support the economy and return inflation sustainably to target, should that prove necessary.",0.6,"The speech stresses the importance of avoiding economic anxiety and recognizing positive economic developments, with an emphasis on maintaining current monetary policy measures to support recovery. Haldane's comments suggest a cautious but optimistic outlook, likely leading to 'Hold' rather than a rate change at the next meeting.","Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, at the Cheshire and Warrington LEP Economic Summit Webinar, 30 September 2020.",BoE,https://www.bis.org/review/r201001g.htm,2020-09-30,No
2020-06-30,0.575,#82D34DFF,9,,Andrew G Haldane,The second quarter,0.159,0.3,0.8,Hold,0.672,0.036,0.9,"Subsequent positive news on demand has, in my opinion, more than counterbalanced the rise in downside risks to employment.",0.5,"Andrew Haldane notes faster-than-expected economic recovery and expresses optimism about consumer spending and economic outlook. This indicates a slightly hawkish stance, as he seems optimistic about the economy's ability to recover, reducing the immediate need for more aggressive monetary easing. However, he recognizes the downside risks, especially in unemployment, which supports a decision to hold rates.","Speech by Mr Andrew G Haldane, Executive Director and Chief Economist of the Bank of England, during an online webinar, London, 30 June 2020.",BoE,https://www.bis.org/review/r200717j.htm,2020-06-30,No
