date,author,HDS,HDS_low,HDS_high,HDS_low_2sd,HDS_high_2sd,title,Numeric score std err,Numeric score min,Numeric score max,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,description,cb,url,Colour,date_popup
2020-05-21,John C Williams,0.09,0.058,0.122,0.1,0,The economy in the time of coronavirus,0.032,0,0.1,Hold,0.86,0.052,1,The FOMC has indicated that it expects to keep interest rates at this level until it is confident that the economy has weathered recent events and is on track to achieve its maximum employment and price stability goals.,0.3,"The speech emphasizes the severe economic challenges posed by the pandemic, the uncertainty of the recovery, and the aggressive monetary policy actions already taken to support the economy. The Fed's near-zero interest rate and the expectation to maintain it suggest a highly dovish position with little indication towards tightening policy at the next meeting.","Remarks (via videoconference) by Mr John C Williams, President and Chief Executive Officer of the Federal Reserve Bank of New York, at the Buffalo Niagara Partnership, the Greater Rochester Chamber of Commerce, and CenterState CEO, 21 May 2020.",Fed,https://www.bis.org/review/r200522e.htm,#414487FF,2020-05-21
2020-04-16,John C Williams,0.055,0,0.124,0.2,0,A time for bold action,0.069,0,0.2,Hold,0.8,0.094,1,The Federal Reserve took swift and decisive action to support the economy and stabilize financial markets.,0.5,"The speech emphasizes the need for bold actions to support the economy and stabilize financial markets amidst the COVID-19 pandemic, reinforcing the stance of maintaining low interest rates to facilitate recovery, which aligns with a dovish position. However, given the severity of the pandemic impact, the likelihood of rate cutting further is low, leading to a 'Hold' prediction.","Remarks (delivered via videoconference) by Mr John C Williams, President and Chief Executive Officer of the Federal Reserve Bank of New York, at the Economic Club of New York, New York City, 16 April 2020.",Fed,https://www.bis.org/review/r200417a.htm,#414487FF,2020-04-16
2020-03-06,John C Williams,0.355,0.227,0.483,0.5,0.2,"Research, policy, and the zero lower bound",0.128,0.2,0.5,Cut,0.67,0.045,0.5,He developed and analyzed what were then considered 'outside the box' options for overcoming the ZLB.,0.3,"Williams discusses unconventional tools for addressing the zero lower bound and highlights past advocacy for innovative measures like negative interest rates and asset purchases, suggesting openness to easing policy further if needed.","Remarks by Mr John C Williams, President and Chief Executive Officer of the Federal Reserve Bank of New York, at the Shadow Open Market Committee Spring Meeting, New York City, 6 March 2020.",Fed,https://www.bis.org/review/r200309a.htm,#414487FF,2020-03-06
2020-03-05,John C Williams,0.225,0.146,0.304,0.3,0.1,The economic outlook,0.079,0.1,0.3,Cut,0.739,0.06,0.9,"Earlier this week, the FOMC voted unanimously to lower the target range for the federal funds rate to 1 to 1-1/4 percent.",0.2,"Williams highlights the risks posed by the coronavirus to the economy and the unanimous decision of the FOMC to cut rates, indicating a dovish stance with a willingness to further cut rates if necessary to support the economy.","Remarks by Mr John C Williams, President and Chief Executive Officer of the Federal Reserve Bank of New York, at the Foreign Policy Association, New York City, 5 March 2020.",Fed,https://www.bis.org/review/r200306b.htm,#414487FF,2020-03-05
2020-01-09,John C Williams,0.335,0.145,0.525,0.8,0.1,Inflation targeting - securing the anchor,0.19,0.1,0.8,Hold,0.7,0.033,1,One key takeaway from these global trends is that interest rates and inflation are going to stay lower than we've come to expect in the past.,0.5,"The speech emphasizes the challenges of low inflation and the lower neutral rate of interest, suggesting a cautious and accommodative approach to monetary policy while acknowledging the structural factors keeping rates low.","Remarks by Mr John C Williams, President and Chief Executive Officer of the Federal Reserve Bank of New York, at the Bank of England Research Workshop on ""The Future of Inflation Targeting"", London, 9 January 2020.",Fed,https://www.bis.org/review/r200110b.htm,#414487FF,2020-01-09
2019-11-14,John C Williams,0.355,0.254,0.456,0.5,0.25,No man is an island,0.101,0.25,0.5,Hold,0.645,0.069,1,"The adjustments to monetary policy we made this year were designed to balance maintaining a strong U.S. economy with slowing global growth, and provide insurance against ongoing and potential future risks.",0.7,"Williams highlights that the recent policy adjustments are aimed at maintaining balance amid current economic conditions and uncertainties, suggesting a cautious approach to monetary policy without indicating a clear direction towards further rate cuts or hikes.","Remarks by Mr John C Williams, President and Chief Executive Officer of the Federal Reserve Bank of New York, at the 2019 Asia Economic Policy Conference, Federal Reserve Bank of San Francisco, San Francisco, California, 14 November 2019.",Fed,https://www.bis.org/review/r191115k.htm,#414487FF,2019-11-14
2019-10-17,John C Williams,0.5,0.5,0.5,0.5,0.5,Money markets and the federal funds rate - the path forward,0,0.5,0.5,Hold,0.79,0.077,1,I should emphasize that all of these actions are aimed at the implementation of monetary policy and do not in any way represent a change in the stance of monetary policy.,1,"The speech is technical, focusing on the mechanics of financial markets, particularly regarding the ample reserves framework and repo market operations, without indicating any change in monetary policy stance. This suggests a neutral tone, leaning towards holding interest rates steady.","Remarks by Mr John C Williams, President and Chief Executive Officer of the Federal Reserve Bank of New York, at the Outlook 2019, New York City, 17 October 2019.",Fed,https://www.bis.org/review/r191018b.htm,#414487FF,2019-10-17
2019-09-04,John C Williams,0.275,0.24,0.31,0.3,0.2,Monetary policy and the economic outlook,0.035,0.2,0.3,Cut,0.705,0.028,1,Low inflation is indeed the problem of this era.,0.3,"Williams emphasizes persistently low inflation, uncertainties, and slowing global growth, suggesting a more accommodative stance to support continued growth and employment. This indicates a likelihood towards cutting rates to address these challenges.","Remarks by Mr John C Williams, President and Chief Executive Officer of the Federal Reserve Bank of New York, at Euromoney Real Return XIII: The Inflation-Linked Products Conference 2019, New York City, 4 September 2019.",Fed,https://www.bis.org/review/r190904h.htm,#414487FF,2019-09-04
2019-07-18,John C Williams,0.17,0.095,0.245,0.25,0.1,Living life near the ZLB,0.075,0.1,0.25,Cut,0.765,0.067,1,"First, take swift action when faced with adverse economic conditions. Second, keep interest rates lower for longer.",0.3,"John C Williams emphasizes the importance of moving quickly to add stimulus at the ZLB, maintaining lower rates for longer, and adapting strategies for a low r-star environment, indicating a preference for an accommodative policy stance.","Remarks by Mr John C Williams, President and Chief Executive Officer of the Federal Reserve Bank of New York, at the 2019 Annual Meeting of the Central Bank Research Association (CEBRA), New York City, 18 July 2019.",Fed,https://www.bis.org/review/r190719a.htm,#414487FF,2019-07-18
2019-07-11,John C Williams,0.285,0.261,0.309,0.3,0.25,A tale of many economies,0.024,0.25,0.3,Cut,0.705,0.016,1,"Finally, turning to prices, the latest data show that underlying inflation is 1.6 percent, below our 2 percent goal.",0.6,The speech indicates concern about inflation being below the Fed's target and its potential negative impact on inflation expectations. This suggests a dovish inclination to lower rates to stimulate the economy and address the below-target inflation.,"Remarks by Mr John C Williams, President and Chief Executive Officer of the Federal Reserve Bank of New York, at University at Albany-SUNY, Albany, New York, 11 July 2019.",Fed,https://www.bis.org/review/r190712d.htm,#414487FF,2019-07-11
2019-06-06,John C Williams,0.275,0.24,0.31,0.3,0.2,"If we fail to prepare, we prepare to fail",0.035,0.2,0.3,Cut,0.672,0.057,0.9,Inflation that's too low is now a more pressing problem.,0.4,"Williams emphasizes the challenges of persistently low inflation and suggests reconsidering monetary policy strategies, which indicate a dovish stance. He also highlights the limited room for maneuvering interest rates, suggesting a potential rate cut to address low inflation concerns.","Remarks by Mr John C Williams, President and Chief Executive Officer of the Federal Reserve Bank of New York, at the Council on Foreign Relations, New York City, 6 June 2019.",Fed,https://www.bis.org/review/r190607a.htm,#414487FF,2019-06-06
2019-05-31,John C Williams,0.415,0.304,0.526,0.5,0.25,"The research-policy nexus - ZLB, JMCB and FOMC",0.111,0.25,0.5,Hold,0.694,0.063,0.9,"One lesson was that short-term rates should be cut aggressively when deflation or a severe downturn threatens. That is, do not 'keep your powder dry.'",0.3,"The speech emphasizes lessons learned for handling the zero lower bound, including cutting rates aggressively when needed. However, there is no immediate indication of action, resulting in a 'Hold' prediction, but with a dovish lean given the focus on aggressive rate cuts and maintaining lower rates.","Remarks by Mr John C Williams, President and Chief Executive Officer of the Federal Reserve Bank of New York, at the Conference celebrating the 50th Anniversary of the ""Journal of Money, Credit and Banking"", Federal Reserve Bank of New York, New York City, 31 May 2019.",Fed,https://www.bis.org/review/r190603g.htm,#414487FF,2019-05-31
