date,Numeric score,Colour,Size,Line,author,title,Numeric score std err,Numeric score min,Numeric score max,not_related,Prediction,Probability,Prob std err,Prediction confidence,Key quote,Quote confidence,Rationale,date_popup,unrelated,Name
2019-03-06,0.445,#228B8DFF,3,,Michael Saunders,Pass-through of Bank Rate to household interest rates,0.15,0.25,0.7,FALSE,Hold,0.69,0.032,1,"Given that at present economic growth is probably not strong enough to create excess demand and inflation is reasonably well behaved, for now it makes sense to wait and to see how Brexit developments unfold.",0.5,"The speech indicates an understanding of current economic conditions, Brexit uncertainties, and the need for gradual monetary policy adjustments. The speaker emphasizes the importance of waiting for more information on Brexit outcomes before making any rate changes.",2019-03-06,No,
2018-04-20,0.74,#228B8DFF,3,,Michael Saunders,Why raise rates? Why “Limited and Gradual”?,0.057,0.7,0.85,FALSE,Raise,0.81,0.052,1,"The short answer is that, with spare capacity largely used up and cost pressures rising, I believe the economy no longer needs as much stimulus as previously.",0.3,"The speaker indicates a preference for tightening monetary policy with an emphasis on moving towards a neutral stance, citing concerns about rising cost pressures and limited spare capacity. The speech, however, also stresses a gradual approach to further rate increases.",2018-04-20,No,
2018-01-17,0.725,#228B8DFF,3,,Michael Saunders,The Outlook for Jobs and Pay,0.042,0.7,0.8,FALSE,Raise,0.78,0.026,1,If the economy turns out broadly in line with the outlook I have described – labour market tightness and signs of higher pay growth -- I consider it likely that interest rates will need to rise further over time.,0.7,"The speech indicates a belief that the labour market will tighten further and that pay growth will increase, suggesting upward pressure on inflation. This justifies a somewhat hawkish stance with inclination towards raising rates.",2018-01-17,No,
2017-08-31,0.84,#228B8DFF,3,,Michael Saunders,Monetary policy as the output gap closes,0.081,0.7,0.9,FALSE,Raise,0.85,0,1,A modest rise in rates would help ensure a sustainable return of inflation to target over time.,0.6,"Michael Saunders emphasizes the shrinking output gap, persistent above-target inflation, and the necessity of gradually raising rates to control inflation, indicating a somewhat hawkish stance. His recent vote for a rate hike and the argument for a less stimulative policy further support this view.",2017-08-31,No,
2017-04-21,0.65,#228B8DFF,3,,Michael Saunders,Ten months after the EU referendum: How is the economy doing?,0.085,0.5,0.7,FALSE,Raise,0.675,0.052,0.6,The MPC moved from an easing bias last August to a neutral position in late 2016.,0.2,"The speaker acknowledges the economy's resilience and hints at inflation risks due to sterling's depreciation. He also suggests that there's still considerable stimulus, indicating a somewhat hawkish stance anticipating a potential rate hike.",2017-04-21,No,
2017-01-13,0.335,#228B8DFF,3,,Michael Saunders,The labour market,0.091,0.25,0.5,FALSE,Hold,0.645,0.05,1,A lower equilibrium jobless rate would not necessarily mean that it is appropriate to loosen policy further. Nor would it rule out tightening.,0.2,"The speech highlights that despite low unemployment, wage growth is weak, implying limited inflationary pressures. The speaker suggests the economy could run with lower unemployment without threatening the inflation target, which indicates a dovish inclination but not enough for a rate cut given the uncertainties posed by Brexit and currency-induced inflation.",2017-01-13,No,
2016-10-04,0.285,#228B8DFF,3,,Michael Saunders,The economic outlook,0.053,0.2,0.4,FALSE,Hold,0.61,0.032,1,I also agree with the decision to loosen monetary policy in August to support the economy against near-term downside risks and to reduce risks of a renewed inflation undershoot over time.,0.5,"The speech emphasizes support for recent monetary easing and the presence of downside risks, indicating a somewhat dovish stance but with a recognition of potential for stronger growth, suggesting a 'Hold' decision at the next meeting.",2016-10-04,No,
2021-07-26,0.235,#1F958BFF,3,,Gertjan Vlieghe,Running out of room: revisiting the 3D perspective on low interest rates - Gertjan Vlieghe,0.041,0.2,0.3,FALSE,Hold,0.7,0,1,"For all these reasons, I think it will remain appropriate to keep the current monetary stimulus in place for several quarters at least, and probably longer.",0.8,"The speech highlights concerns about the global economic recovery, mentions ongoing risks from the COVID-19 Delta variant, and emphasizes the importance of maintaining monetary stimulus. The speaker cautions against tightening given the current economic uncertainties and the suggestion that only limited tightening might be needed in the future due to low neutral rates, making a 'Hold' decision likely.",2021-07-26,No,
2021-05-27,0.355,#1F958BFF,3,,Gertjan Vlieghe,What are government bond yields telling us about the economic outlook?,0.09,0.25,0.5,FALSE,Hold,0.675,0.042,1,"Despite an improved economic outlook and a likely temporary rise in inflation in the near term, a major challenge for the economy remains to integrate the large numbers of currently furloughed workers smoothly back into the labour market.",0.4,"The speech acknowledges temporary inflationary pressures but emphasizes the importance of waiting for a clearer economic picture before making policy changes. This suggests a cautious approach, leaning towards holding rates until more consistent data emerges post-furlough.",2021-05-27,No,
2021-02-19,0.285,#1F958BFF,3,,Gertjan Vlieghe,An update on the economic outlook,0.034,0.2,0.3,FALSE,Hold,0.615,0.034,1,"Given how low I think the neutral rate of interest is, there is no hurry at all to remove stimulus.",0.2,"The speech outlines several downside risks and emphasizes that further monetary stimulus may be required if economic slack persists. While acknowledging the vaccine rollout, the emphasis is on lingering risks and the need for existing stimulus. The likelihood of a rate cut seems lower than maintaining the current policy, reflecting a 'Hold' prediction.",2021-02-19,No,
2020-10-20,0.26,#1F958BFF,3,,Gertjan Vlieghe,Assessing the health of the economy,0.046,0.2,0.3,FALSE,Hold,0.65,0.053,1,"In my view, the outlook for monetary policy is skewed towards adding further stimulus.",0.3,"The speaker acknowledges the current economic challenges and suggests that downward risks could lead to a longer period of labor market slack, indicating a bias towards further stimulus. However, explicit steps towards immediate easing are not outlined, making a 'Hold' prediction more probable at the next meeting.",2020-10-20,No,
2020-04-23,0.145,#1F958BFF,3,,Gertjan Vlieghe,Monetary policy and the Bank of England’s balance sheet,0.09,0,0.3,FALSE,Hold,0.685,0.067,1,"The current priority for monetary policy, with a lot of help from fiscal policy, is to return the economy to that pre-virus trajectory as soon as possible.",0.6,"The speech emphasizes the need to support the economy during the pandemic, acknowledging the deep economic contraction and highlighting the role of monetary policy in conjunction with fiscal efforts. Given the low policy rate and the focus on returning to pre-virus economic levels, the stance suggests a preference for maintaining current measures rather than further cuts or increases.",2020-04-23,No,
2019-10-15,0.285,#1F958BFF,3,,Gertjan Vlieghe,Monetary policy: adapting to a changed world,0.024,0.25,0.3,FALSE,Hold,0.63,0.042,1,Our ability to ease further is significantly smaller than our ability to tighten.,0.4,"The speech indicates a recognition of limited capacity for further monetary easing due to the proximity to the effective lower bound. While acknowledging the need for potential future stimulus, the emphasis on the constrained ability to ease suggests a somewhat dovish stance. However, it does not strongly advocate for lowering rates immediately, leading to a likely prediction that rates will be held steady.",2019-10-15,No,
2019-07-12,0.335,#1F958BFF,3,,Gertjan Vlieghe,Continuous improvements in communicating monetary policy,0.094,0.2,0.5,FALSE,Hold,0.606,0.042,0.8,The economic outlook since I last discussed it in February this year has deteriorated further.,0.3,"The speech primarily focuses on communication strategies rather than presenting a strong stance on future monetary policy decisions. While acknowledging uncertainties like Brexit and global headwinds, the speaker ultimately does not advocate for an immediate rate shift, indicating a preference to hold until further clarity is available.",2019-07-12,No,
2019-02-14,0.315,#1F958BFF,3,,Gertjan Vlieghe,"The economic outlook: Fading global tailwinds, intensifying Brexit headwinds",0.067,0.25,0.5,FALSE,Hold,0.665,0.047,1,I feel I can probably wait to see evidence of growth stabilising and inflation pressure rising before considering the next hike in Bank Rate.,0.5,"The speech reflects concerns about slowing global growth and Brexit-related uncertainties, suggesting a slower pace of monetary tightening. The tone is somewhat dovish, indicating the speaker might prefer to hold rates while awaiting more economic stability.",2019-02-14,No,
